epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,36.0092,0.52219,0.60756,0.8757,0.99157,1,0.995,0.94185,0.38789,0.44621,0.81683,0.000834822,0.000834822,0.000834822
44,36.8301,0.5268,0.58932,0.86241,0.99158,1,0.995,0.92076,0.36618,0.4408,0.80808,0.000820675,0.000820675,0.000820675
45,37.6883,0.50263,0.56348,0.86479,0.99185,1,0.995,0.94551,0.35519,0.42614,0.80881,0.000806528,0.000806528,0.000806528
46,38.5099,0.49391,0.56776,0.86948,0.99053,1,0.995,0.93356,0.37168,0.42169,0.81232,0.00079238,0.00079238,0.00079238
47,39.3069,0.44211,0.51844,0.84688,0.99169,1,0.995,0.93224,0.37492,0.41607,0.81395,0.000778233,0.000778233,0.000778233
48,40.1397,0.46159,0.51909,0.849,0.99375,1,0.995,0.92272,0.38241,0.44367,0.81735,0.000764086,0.000764086,0.000764086
49,40.9434,0.48985,0.52086,0.8563,0.99305,1,0.995,0.92441,0.38078,0.42636,0.81343,0.000749939,0.000749939,0.000749939
50,41.7523,0.46455,0.54426,0.85617,0.99201,1,0.995,0.92652,0.38371,0.41932,0.81035,0.000735792,0.000735792,0.000735792
51,42.5792,0.46945,0.5118,0.837,0.99144,1,0.995,0.9353,0.38279,0.41389,0.81023,0.000721645,0.000721645,0.000721645
52,43.4132,0.46849,0.53404,0.8597,0.99022,1,0.995,0.93109,0.38429,0.40731,0.80781,0.000707498,0.000707498,0.000707498
53,44.2034,0.46637,0.53308,0.87518,0.98732,1,0.995,0.92965,0.37599,0.39746,0.80717,0.000693351,0.000693351,0.000693351
54,45.0521,0.48157,0.5281,0.87105,0.98723,1,0.995,0.94205,0.36122,0.4,0.80739,0.000679204,0.000679204,0.000679204
55,45.8621,0.45579,0.51701,0.84677,0.98774,1,0.995,0.94404,0.33871,0.39327,0.80358,0.000665057,0.000665057,0.000665057
56,46.6876,0.4687,0.53255,0.84554,0.99208,1,0.995,0.92971,0.37437,0.40698,0.80611,0.000650909,0.000650909,0.000650909
57,47.4939,0.44303,0.50365,0.84319,0.99274,1,0.995,0.9308,0.37139,0.40256,0.8066,0.000636762,0.000636762,0.000636762
58,48.3045,0.44639,0.50926,0.85309,0.99319,1,0.995,0.92214,0.3735,0.39449,0.80608,0.000622615,0.000622615,0.000622615
59,49.101,0.43023,0.48064,0.8496,0.99335,1,0.995,0.9292,0.35729,0.39927,0.80456,0.000608468,0.000608468,0.000608468
60,49.9282,0.44231,0.4965,0.85255,0.99342,1,0.995,0.94371,0.3613,0.39677,0.80615,0.000594321,0.000594321,0.000594321
61,50.7575,0.41521,0.46072,0.83556,0.99336,1,0.995,0.93796,0.37124,0.3977,0.80596,0.000580174,0.000580174,0.000580174
62,51.5634,0.43858,0.47497,0.84671,0.99329,1,0.995,0.93007,0.38,0.39581,0.8069,0.000566027,0.000566027,0.000566027
63,52.3676,0.43347,0.47749,0.85006,0.9937,1,0.995,0.93606,0.37572,0.39119,0.80411,0.00055188,0.00055188,0.00055188
64,53.256,0.42165,0.4747,0.83647,0.9924,1,0.995,0.93104,0.38978,0.37224,0.80556,0.000537733,0.000537733,0.000537733
65,54.0615,0.4124,0.48359,0.83484,0.99266,1,0.995,0.94637,0.37213,0.36608,0.80411,0.000523586,0.000523586,0.000523586
66,54.8524,0.41939,0.4559,0.83427,0.99231,1,0.995,0.94674,0.34947,0.34654,0.80032,0.000509438,0.000509438,0.000509438
67,55.6535,0.43398,0.47743,0.85269,0.99227,1,0.995,0.94237,0.34186,0.33909,0.79944,0.000495291,0.000495291,0.000495291
68,56.4651,0.40009,0.44632,0.83242,0.99339,1,0.995,0.94684,0.35097,0.34884,0.80142,0.000481144,0.000481144,0.000481144
69,57.2766,0.45161,0.47218,0.86383,0.99353,1,0.995,0.94408,0.34993,0.34151,0.80098,0.000466997,0.000466997,0.000466997
70,58.0871,0.40672,0.44827,0.82964,0.9931,1,0.995,0.93578,0.34787,0.33912,0.80089,0.00045285,0.00045285,0.00045285
71,58.8757,0.39845,0.44426,0.83428,0.99377,1,0.995,0.93807,0.36398,0.34436,0.80359,0.000438703,0.000438703,0.000438703
72,59.7755,0.42709,0.45311,0.8367,0.99397,1,0.995,0.9356,0.33723,0.34286,0.79779,0.000424556,0.000424556,0.000424556
73,60.5853,0.41611,0.45571,0.84298,0.99317,1,0.995,0.91568,0.33936,0.33823,0.79963,0.000410409,0.000410409,0.000410409
74,61.3749,0.42932,0.4402,0.83505,0.99331,1,0.995,0.92073,0.34203,0.34307,0.79982,0.000396262,0.000396262,0.000396262
75,62.1763,0.41432,0.44033,0.81784,0.99299,1,0.995,0.93688,0.3325,0.36073,0.80068,0.000382115,0.000382115,0.000382115
76,63.0204,0.42781,0.448,0.85679,0.9936,1,0.995,0.94324,0.32814,0.35219,0.79928,0.000367967,0.000367967,0.000367967
77,63.839,0.43405,0.44332,0.85161,0.99357,1,0.995,0.93943,0.32655,0.34739,0.79916,0.00035382,0.00035382,0.00035382
78,64.6281,0.37631,0.42478,0.83499,0.99351,1,0.995,0.94082,0.32212,0.34759,0.7999,0.000339673,0.000339673,0.000339673
79,65.4289,0.42126,0.44844,0.84096,0.99372,1,0.995,0.94762,0.32425,0.33622,0.80064,0.000325526,0.000325526,0.000325526
80,66.3215,0.39725,0.43756,0.8425,0.99343,1,0.995,0.95023,0.33392,0.31108,0.80262,0.000311379,0.000311379,0.000311379
81,67.1165,0.37084,0.42004,0.81518,0.99343,1,0.995,0.95597,0.33997,0.31094,0.80328,0.000297232,0.000297232,0.000297232
