epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,1471.17,1.44094,1.57941,1.92998,0.57056,0.69137,0.68026,0.31986,1.67919,1.5738,2.08997,0.0001585,0.0001585,0.0001585
87,1488.14,1.4049,1.53829,1.91024,0.62314,0.61358,0.67224,0.31852,1.68976,1.58241,2.10278,0.0001486,0.0001486,0.0001486
88,1505.04,1.42601,1.55598,1.91237,0.55927,0.685,0.68495,0.32129,1.6718,1.59331,2.07431,0.0001387,0.0001387,0.0001387
89,1522.01,1.41886,1.55326,1.91385,0.58092,0.65692,0.68282,0.31922,1.69092,1.56617,2.09926,0.0001288,0.0001288,0.0001288
90,1539.04,1.42461,1.56512,1.91552,0.57401,0.65272,0.67463,0.32253,1.6619,1.59474,2.07535,0.0001189,0.0001189,0.0001189
91,1569.67,1.41072,1.44931,1.92159,0.55643,0.66138,0.66846,0.31741,1.69073,1.5207,2.11378,0.000109,0.000109,0.000109
92,1586.5,1.37143,1.36495,1.88127,0.60808,0.66478,0.68727,0.3364,1.6224,1.49472,2.05142,9.91e-05,9.91e-05,9.91e-05
93,1603.19,1.34995,1.30155,1.87291,0.59493,0.66371,0.69373,0.33955,1.62431,1.47792,2.04402,8.92e-05,8.92e-05,8.92e-05
94,1619.94,1.38164,1.31286,1.88987,0.57151,0.68838,0.68421,0.33231,1.62957,1.47258,2.06558,7.93e-05,7.93e-05,7.93e-05
95,1636.71,1.36063,1.32396,1.87396,0.60565,0.69653,0.69698,0.33653,1.64526,1.4537,2.07284,6.94e-05,6.94e-05,6.94e-05
96,1653.41,1.34963,1.30429,1.86533,0.59534,0.68202,0.70366,0.34696,1.61526,1.45457,2.03848,5.95e-05,5.95e-05,5.95e-05
97,1670.52,1.34437,1.28853,1.85488,0.5831,0.68738,0.70056,0.34382,1.64391,1.4642,2.06301,4.96e-05,4.96e-05,4.96e-05
98,1687.31,1.34606,1.28293,1.8685,0.58966,0.68205,0.69912,0.34577,1.62328,1.45166,2.03373,3.97e-05,3.97e-05,3.97e-05
99,1704.05,1.34499,1.28826,1.85919,0.59798,0.67671,0.69883,0.34597,1.62518,1.4557,2.04192,2.98e-05,2.98e-05,2.98e-05
100,1720.76,1.3299,1.2689,1.84444,0.60072,0.68543,0.7047,0.34812,1.62283,1.45995,2.03929,1.99e-05,1.99e-05,1.99e-05
