epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,133.228,0.41451,0.27877,0.87371,0.99435,1,0.995,0.95833,0.32984,0.18912,0.84254,0.000382115,0.000382115,0.000382115
76,134.97,0.40769,0.26636,0.8862,0.99585,1,0.995,0.95806,0.34224,0.18689,0.84176,0.000367967,0.000367967,0.000367967
77,136.666,0.38839,0.25343,0.85121,0.99593,1,0.995,0.95383,0.33776,0.18291,0.8397,0.00035382,0.00035382,0.00035382
78,138.399,0.38474,0.24895,0.84268,0.99515,1,0.995,0.96071,0.32006,0.18172,0.83667,0.000339673,0.000339673,0.000339673
79,140.102,0.40727,0.25608,0.87807,0.99509,1,0.995,0.96725,0.31366,0.17872,0.83537,0.000325526,0.000325526,0.000325526
80,142.165,0.42605,0.2815,0.88482,0.99333,1,0.995,0.96039,0.30987,0.17134,0.83414,0.000311379,0.000311379,0.000311379
81,143.883,0.38621,0.25632,0.85839,0.99291,1,0.995,0.96377,0.30897,0.16934,0.83222,0.000297232,0.000297232,0.000297232
82,145.597,0.38687,0.25483,0.85503,0.99395,1,0.995,0.9591,0.32734,0.17166,0.83073,0.000283085,0.000283085,0.000283085
83,147.288,0.39802,0.25654,0.8664,0.99446,1,0.995,0.97019,0.32375,0.1726,0.83121,0.000268938,0.000268938,0.000268938
84,149.287,0.36489,0.23252,0.87217,0.99633,1,0.995,0.9698,0.31596,0.1664,0.83235,0.000254791,0.000254791,0.000254791
85,150.965,0.37297,0.23988,0.84755,0.99639,1,0.995,0.97086,0.31897,0.16626,0.83505,0.000240644,0.000240644,0.000240644
86,152.946,0.37485,0.24639,0.8395,0.99413,1,0.995,0.95756,0.32126,0.17094,0.8342,0.000226497,0.000226497,0.000226497
87,154.68,0.37041,0.23523,0.84851,0.99371,1,0.995,0.9616,0.32406,0.16956,0.8325,0.000212349,0.000212349,0.000212349
88,156.448,0.38153,0.24913,0.85948,0.99359,1,0.995,0.96206,0.32382,0.16692,0.83093,0.000198202,0.000198202,0.000198202
89,158.15,0.39398,0.24484,0.87411,0.99568,1,0.995,0.96283,0.31401,0.16384,0.82942,0.000184055,0.000184055,0.000184055
90,159.837,0.36661,0.23612,0.86666,0.99584,1,0.995,0.96501,0.29999,0.16223,0.82994,0.000169908,0.000169908,0.000169908
91,163.451,0.30988,0.20379,0.82664,0.99597,1,0.995,0.9617,0.29599,0.1621,0.831,0.000155761,0.000155761,0.000155761
92,165.149,0.33656,0.22061,0.85311,0.99608,1,0.995,0.96101,0.29715,0.16173,0.83085,0.000141614,0.000141614,0.000141614
93,166.831,0.31567,0.20435,0.80795,0.99403,1,0.995,0.95686,0.29989,0.17037,0.83162,0.000127467,0.000127467,0.000127467
94,168.509,0.31463,0.20373,0.82804,0.99564,1,0.995,0.95747,0.30415,0.16645,0.83094,0.00011332,0.00011332,0.00011332
95,170.21,0.31823,0.2174,0.81634,0.99554,1,0.995,0.96016,0.30675,0.16741,0.83106,9.91726e-05,9.91726e-05,9.91726e-05
96,171.898,0.32721,0.2126,0.84658,0.99539,1,0.995,0.958,0.30841,0.16431,0.83095,8.50255e-05,8.50255e-05,8.50255e-05
97,173.631,0.31346,0.20493,0.81208,0.99539,1,0.995,0.95811,0.31069,0.16685,0.83174,7.08784e-05,7.08784e-05,7.08784e-05
98,175.326,0.32099,0.20731,0.82772,0.99544,1,0.995,0.95996,0.31841,0.16961,0.83254,5.67313e-05,5.67313e-05,5.67313e-05
99,177.019,0.29774,0.19235,0.82119,0.99556,1,0.995,0.95955,0.32121,0.16811,0.83326,4.25842e-05,4.25842e-05,4.25842e-05
100,178.723,0.29622,0.19146,0.82415,0.99559,1,0.995,0.95164,0.32257,0.172,0.8335,2.84371e-05,2.84371e-05,2.84371e-05
