epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.2156,4.14137,4.33354,4.27905,0,0,0,0,3.35304,4.21841,4.15823,5.716e-05,5.716e-05,5.716e-05
2,2.11369,3.83984,4.32448,4.26392,0,0,0,0,3.35153,4.21737,4.15675,0.000127337,0.000127337,0.000127337
3,3.00544,3.94472,4.24769,4.21422,0,0,0,0,3.34866,4.21582,4.15537,0.000196099,0.000196099,0.000196099
4,3.85962,3.75614,4.18206,4.15524,0,0,0,0,3.34865,4.21737,4.15418,0.000263446,0.000263446,0.000263446
5,4.79295,3.57163,4.14227,4.14194,0,0,0,0,3.34767,4.21859,4.15524,0.000329379,0.000329379,0.000329379
6,5.6287,3.51716,4.03131,4.10037,0,0,0,0,3.35207,4.21852,4.1565,0.000393897,0.000393897,0.000393897
7,6.48474,3.47374,3.81535,4.01081,0,0,0,0,3.35262,4.22182,4.16175,0.000457,0.000457,0.000457
8,7.32502,3.33676,3.50685,3.89123,0,0,0,0,3.3733,4.22347,4.16823,0.000518688,0.000518688,0.000518688
9,8.20572,3.16052,3.34174,3.80821,0,0,0,0,3.40838,4.22982,4.18729,0.000578962,0.000578962,0.000578962
10,9.04519,3.02444,3.28441,3.74483,0,0,0,0,3.43711,4.23186,4.20514,0.000637821,0.000637821,0.000637821
11,9.88206,3.07885,3.03589,3.59753,0,0,0,0,3.45815,4.23974,4.21681,0.000695266,0.000695266,0.000695266
12,10.7437,2.90522,3.13317,3.59593,0,0,0,0,3.50921,4.2474,4.24837,0.000751295,0.000751295,0.000751295
13,11.5689,2.75029,2.84417,3.39612,0,0,0,0,3.54393,4.25587,4.27053,0.00080591,0.00080591,0.00080591
14,12.3855,2.53941,2.66396,3.24595,0,0,0,0,3.62768,4.26799,4.32835,0.000859111,0.000859111,0.000859111
15,13.2241,2.4504,2.58012,3.21647,0,0,0,0,3.5718,4.27808,4.29982,0.000910896,0.000910896,0.000910896
16,14.1023,2.30192,2.4546,3.07168,0,0,0,0,3.47363,4.27451,4.23562,0.000961267,0.000961267,0.000961267
17,14.9269,2.27731,2.25921,2.99887,0,0,0,0,3.21839,4.26248,4.0951,0.00101022,0.00101022,0.00101022
18,15.7511,2.44567,2.3212,3.00555,0,0,0,0,3.13489,4.24933,4.04131,0.00105776,0.00105776,0.00105776
19,16.5761,2.23352,2.16462,2.85938,0.00175,0.07407,0.00107,0.00031,3.17301,4.22221,4.0498,0.00110389,0.00110389,0.00110389
20,17.4147,2.12013,2.04502,2.79244,0.00584,0.2963,0.00609,0.00348,2.90174,4.03638,3.70191,0.0011486,0.0011486,0.0011486
21,18.2466,2.09334,1.89593,2.64786,0.00606,0.33333,0.18423,0.05969,2.80887,3.91889,3.64781,0.00114606,0.00114606,0.00114606
22,19.0742,2.17723,1.91526,2.76626,0.00579,0.33333,0.29628,0.13557,2.78571,3.73741,3.65853,0.00113191,0.00113191,0.00113191
23,19.908,2.04322,1.82694,2.57079,1,0.25512,0.33167,0.10716,2.89202,3.67067,3.71256,0.00111776,0.00111776,0.00111776
24,20.7431,2.08274,1.92436,2.67397,0.00543,0.33333,0.30417,0.1699,2.64515,3.74829,3.58121,0.00110362,0.00110362,0.00110362
25,21.5678,2.02311,1.85929,2.577,0.00574,0.37037,0.30548,0.13782,2.63147,3.73698,3.55691,0.00108947,0.00108947,0.00108947
26,22.4494,1.96422,1.78345,2.59503,0.00771,0.66667,0.31907,0.17468,2.21918,3.34832,3.214,0.00107532,0.00107532,0.00107532
27,23.2667,1.92576,1.84554,2.57749,0.19929,0.2963,0.26728,0.16159,2.13049,3.30746,3.1668,0.00106118,0.00106118,0.00106118
28,24.1031,1.93497,1.70004,2.47678,0.00989,0.66667,0.19336,0.12693,2.07016,3.51775,3.21645,0.00104703,0.00104703,0.00104703
29,24.9359,1.85572,1.72425,2.41853,0.01061,0.81481,0.5546,0.30419,1.93493,3.11091,2.98235,0.00103288,0.00103288,0.00103288
30,25.7457,1.83993,1.65972,2.37969,0.88714,0.46802,0.63989,0.38525,1.79062,2.483,2.74872,0.00101873,0.00101873,0.00101873
31,26.5966,1.78308,1.58189,2.32247,0.92293,0.58233,0.76189,0.44353,1.7063,2.10352,2.54461,0.00100459,0.00100459,0.00100459
32,27.4378,1.81278,1.51332,2.29493,0.81279,0.69414,0.87281,0.49529,1.45905,1.71576,2.32117,0.00099044,0.00099044,0.00099044
33,28.2662,1.66879,1.38305,2.17005,0.66542,0.6869,0.8385,0.52177,1.33643,1.58394,2.20439,0.000976293,0.000976293,0.000976293
34,29.0934,1.82636,1.53152,2.34435,0.77493,0.78301,0.88342,0.54177,1.33617,1.39755,2.15737,0.000962146,0.000962146,0.000962146
35,29.9955,1.75144,1.50601,2.24409,0.86144,0.92159,0.92108,0.58657,1.33049,1.26962,2.14433,0.000947999,0.000947999,0.000947999
36,30.8239,1.75677,1.38534,2.17657,0.98939,0.86919,0.95383,0.63953,1.34081,1.05981,2.08493,0.000933851,0.000933851,0.000933851
37,31.6591,1.65558,1.4081,2.20909,0.86495,0.94204,0.95971,0.64556,1.28159,1.00709,1.99596,0.000919704,0.000919704,0.000919704
38,32.4946,1.80971,1.57371,2.32853,0.88355,0.92245,0.94556,0.64201,1.32771,1.02312,2.03965,0.000905557,0.000905557,0.000905557
39,33.3317,1.64437,1.29193,2.10832,0.93826,0.89643,0.96333,0.67667,1.22744,0.95337,1.99895,0.00089141,0.00089141,0.00089141
40,34.1833,1.63678,1.39937,2.17708,0.95859,0.91895,0.95859,0.68066,1.23414,0.99004,2.02906,0.000877263,0.000877263,0.000877263
41,35.0132,1.55024,1.35814,2.09215,0.95902,0.95801,0.98372,0.70947,1.08794,0.94806,1.93234,0.000863116,0.000863116,0.000863116
42,35.8289,1.56819,1.30385,2.12335,0.95993,0.96296,0.98033,0.65914,1.14316,0.96096,1.92817,0.000848969,0.000848969,0.000848969
43,36.6475,1.4344,1.28854,2.00995,0.97914,0.95889,0.99133,0.72654,1.05737,0.95137,1.8787,0.000834822,0.000834822,0.000834822
44,37.5024,1.55401,1.30934,2.05389,0.70589,0.94411,0.98767,0.68279,1.20283,1.09158,1.92606,0.000820675,0.000820675,0.000820675
45,38.3742,1.53545,1.26517,2.05895,0.86349,0.86718,0.98767,0.72716,1.13118,1.04695,1.85565,0.000806528,0.000806528,0.000806528
46,39.2111,1.43044,1.17121,1.97671,0.85384,0.99485,0.97667,0.72167,1.08493,0.94378,1.7971,0.00079238,0.00079238,0.00079238
47,40.0279,1.45583,1.17602,1.97457,0.91762,0.99079,0.98167,0.71849,1.09368,0.8983,1.78469,0.000778233,0.000778233,0.000778233
48,40.8661,1.40935,1.12649,1.89214,0.94442,0.96296,0.98019,0.7496,0.99912,0.84111,1.77433,0.000764086,0.000764086,0.000764086
49,41.7219,1.49538,1.23763,1.99651,0.99039,0.9889,0.995,0.78914,1.03472,0.85349,1.75681,0.000749939,0.000749939,0.000749939
50,42.5587,1.46136,1.16506,1.9186,0.92472,0.99986,0.995,0.75461,1.01712,0.86257,1.75171,0.000735792,0.000735792,0.000735792
51,43.3782,1.48793,1.21059,1.93741,0.88283,1,0.98426,0.6997,1.21293,1.01869,1.85926,0.000721645,0.000721645,0.000721645
52,44.2224,1.6684,1.38845,2.09935,0.85019,1,0.98833,0.73934,1.02662,0.89267,1.72898,0.000707498,0.000707498,0.000707498
53,45.0522,1.3942,1.16514,1.87247,0.9854,1,0.995,0.76901,0.98706,0.81898,1.67633,0.000693351,0.000693351,0.000693351
54,45.9515,1.56535,1.27631,2.00753,0.96111,1,0.995,0.75431,0.94368,0.78094,1.64268,0.000679204,0.000679204,0.000679204
55,46.7869,1.44376,1.15835,1.9234,0.92122,0.9926,0.995,0.76168,0.96518,0.84537,1.63171,0.000665057,0.000665057,0.000665057
56,47.6127,1.45461,1.25672,1.97088,0.95806,0.98601,0.995,0.72349,0.99597,1.04009,1.63868,0.000650909,0.000650909,0.000650909
57,48.4349,1.30564,1.08,1.79159,0.96343,1,0.995,0.75434,0.95477,0.89623,1.61393,0.000636762,0.000636762,0.000636762
58,49.2675,1.2999,1.07733,1.79059,0.97474,1,0.995,0.75572,0.96642,0.77385,1.63937,0.000622615,0.000622615,0.000622615
59,50.0656,1.32481,1.14791,1.81177,0.98057,1,0.995,0.78864,0.96325,0.74822,1.63941,0.000608468,0.000608468,0.000608468
60,50.8964,1.36933,1.07331,1.79007,0.97329,0.99452,0.995,0.78595,1.00133,0.77127,1.67229,0.000594321,0.000594321,0.000594321
61,51.7141,1.32657,1.07571,1.77359,0.95837,1,0.995,0.73802,1.05149,0.7882,1.69425,0.000580174,0.000580174,0.000580174
62,52.5211,1.2505,0.98194,1.7271,0.95387,1,0.995,0.76247,1.00872,0.79472,1.68177,0.000566027,0.000566027,0.000566027
63,53.3427,1.30334,1.05935,1.79804,0.95347,1,0.995,0.77669,0.92843,0.7759,1.61895,0.00055188,0.00055188,0.00055188
64,54.2388,1.27176,1.06076,1.79611,0.96949,0.99662,0.995,0.75513,0.95237,0.74182,1.49618,0.000537733,0.000537733,0.000537733
65,55.067,1.34541,1.08668,1.82499,0.97618,0.99353,0.995,0.73713,0.98966,0.7318,1.52673,0.000523586,0.000523586,0.000523586
66,55.8813,1.25849,0.99627,1.71202,0.9814,1,0.995,0.76368,0.9663,0.72192,1.56947,0.000509438,0.000509438,0.000509438
67,56.699,1.29553,1.03589,1.76495,0.98584,1,0.995,0.7523,1.02386,0.7255,1.65869,0.000495291,0.000495291,0.000495291
68,57.5394,1.33187,1.08228,1.82041,0.99179,1,0.995,0.79423,0.91192,0.67462,1.53956,0.000481144,0.000481144,0.000481144
69,58.3602,1.26493,1.03075,1.72215,0.98699,1,0.995,0.84183,0.76478,0.65182,1.43295,0.000466997,0.000466997,0.000466997
70,59.1732,1.24604,0.96614,1.67138,0.99246,1,0.995,0.80261,0.83554,0.69086,1.45656,0.00045285,0.00045285,0.00045285
71,60.0007,1.19939,1.02888,1.72305,0.99054,1,0.995,0.7983,0.8274,0.70137,1.46954,0.000438703,0.000438703,0.000438703
72,60.8323,1.18324,0.96289,1.69484,0.98946,0.99647,0.995,0.83067,0.7691,0.67555,1.49634,0.000424556,0.000424556,0.000424556
73,61.6581,1.10256,0.91389,1.62278,0.98031,0.99681,0.995,0.82626,0.80472,0.6806,1.53206,0.000410409,0.000410409,0.000410409
74,62.5436,1.13678,0.92685,1.63868,0.97633,0.99697,0.995,0.83311,0.78302,0.65622,1.50874,0.000396262,0.000396262,0.000396262
75,63.3599,1.1354,0.95097,1.63803,0.97302,0.99619,0.995,0.83581,0.77862,0.65733,1.46444,0.000382115,0.000382115,0.000382115
76,64.1974,1.23129,1.00694,1.70195,0.96735,0.99899,0.995,0.82528,0.79987,0.66158,1.44934,0.000367967,0.000367967,0.000367967
77,65.0279,1.05763,0.86252,1.55686,0.9688,1,0.995,0.83258,0.76058,0.64752,1.42876,0.00035382,0.00035382,0.00035382
78,65.8423,1.19718,1.00738,1.67263,0.97456,1,0.995,0.81354,0.77065,0.66188,1.43541,0.000339673,0.000339673,0.000339673
79,66.6742,1.10121,0.91184,1.60637,0.98054,1,0.995,0.81935,0.75369,0.64325,1.43257,0.000325526,0.000325526,0.000325526
80,67.5173,1.08866,0.93318,1.61938,0.98692,1,0.995,0.80782,0.77279,0.67314,1.37708,0.000311379,0.000311379,0.000311379
