epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,90.509,0.33791,0.47787,0.81099,0.9937,1,0.995,0.94758,0.31555,0.3009,0.83608,0.000155761,0.000155761,0.000155761
92,91.4129,0.3616,0.49723,0.83824,0.99379,1,0.995,0.94201,0.30467,0.30025,0.83436,0.000141614,0.000141614,0.000141614
93,92.367,0.33031,0.46395,0.79589,0.99376,1,0.995,0.94596,0.29808,0.29957,0.83384,0.000127467,0.000127467,0.000127467
94,93.2952,0.33895,0.47182,0.81419,0.99191,1,0.995,0.94754,0.29432,0.30986,0.83096,0.00011332,0.00011332,0.00011332
95,94.2508,0.34651,0.49193,0.80165,0.99113,1,0.995,0.94754,0.29908,0.30774,0.83268,9.91726e-05,9.91726e-05,9.91726e-05
96,95.1846,0.34175,0.47595,0.81434,0.99181,1,0.995,0.95144,0.30036,0.30562,0.833,8.50255e-05,8.50255e-05,8.50255e-05
97,96.1251,0.3246,0.4673,0.79553,0.99253,1,0.995,0.9488,0.30143,0.30508,0.83325,7.08784e-05,7.08784e-05,7.08784e-05
98,97.1219,0.32521,0.44895,0.81073,0.99368,1,0.995,0.94088,0.3052,0.30326,0.83485,5.67313e-05,5.67313e-05,5.67313e-05
99,98.0447,0.31885,0.43092,0.80642,0.9937,1,0.995,0.94169,0.30726,0.30326,0.83547,4.25842e-05,4.25842e-05,4.25842e-05
100,98.9887,0.31759,0.4413,0.81083,0.99377,1,0.995,0.94169,0.30895,0.3028,0.83583,2.84371e-05,2.84371e-05,2.84371e-05
